,parallax_mas,parallax_error,true_distance_kpc
0,1.659340403088884,0.033511056681842025,0.5919627693428464
1,0.4034739350963345,0.009070197766715606,2.457926146655136
2,0.5303478454204279,0.04965540246675224,1.9206810281951892
3,1.0590669339841956,0.04012126302396276,0.9013261920653715
4,1.04648160298531,0.033908959373859834,0.9497941083559458
5,0.831916885896123,0.03234293810432896,1.1872922513261108
6,0.2640250821851355,0.04086500229882641,3.5344241770735074
7,1.2687208885487242,0.02817880666309716,0.8027525690358284
8,0.43498813409934095,0.015738577097418625,2.337718769402558
9,0.3879088493899538,0.012458466808758553,2.543031409780082
10,0.3806734815197202,0.028884855504615375,2.4892844142841564
11,0.8353946240902438,0.029313689780381208,1.1824743129846473
12,0.2812063541540831,0.02148140600517137,3.751839694018219
13,1.1083415420233413,0.032576057719531634,0.8954079857065755
14,1.989646865315604,0.03047096495606179,0.4880608535538767
15,1.7183237764914967,0.03424729336593866,0.5773134734993624
16,1.071035601898554,0.03151024813760938,0.9750317049202961
17,0.6141543496189057,0.03208506015478116,1.6851286686252398
18,0.7547820273450836,0.018902574776359562,1.2719169213751182
19,0.3953226233995098,0.026766885529480245,2.758035135936008
20,0.29775119540788475,0.01884630125997644,3.5127457847346633
21,0.6146728964377934,0.021100598000686338,1.6067163904976236
22,0.7793942970308844,0.024419138821019756,1.2933116808572076
23,1.4110768017269524,0.02843946221568877,0.7350528719702942
24,1.0179925362704838,0.0025297743608122566,0.9820246149082723
25,0.8111034205721629,0.04375971077778183,1.330204866165865
26,0.731943260744433,0.03527925799307402,1.2933116808572076
27,0.9930863398888783,0.025946887685204655,1.0027372252754863
28,1.5518504943769167,0.031895125480908504,0.6523723264006109
29,0.5852963288671724,0.027974769131785086,1.85671323936349
30,1.1102348369953055,0.040093269368951016,0.9177348795834861
31,0.6341084694020243,0.03636254065639595,1.554956387680998
32,0.4254708629406706,0.023060053694736345,2.3135337632569377
33,2.334087189563985,0.02317023884263823,0.43003789404098214
34,4.3999751615232165,0.03119778825187894,0.2299688771776509
35,1.8574469196940597,0.03297768301059742,0.5471519436908079
36,0.983896934359898,0.026241056952106007,1.0836329721782678
37,0.750870953883489,0.025224586182820505,1.3099325162474318
38,0.5367875535109321,0.02031613049322895,1.85671323936349
39,1.3552702885907812,0.04329233285591625,0.759240536097705
40,0.9826764649935461,0.03447804644998882,1.055666056135548
41,0.997527166576431,0.019148601765491102,1.048064493165215
42,0.5974416399224852,0.036136425811742555,1.6054641788043689
43,0.935880097459867,0.01192171867195764,1.060158136707775
44,0.7529056572038123,0.040694518500886116,1.3663190670916825
45,0.93434182940518,0.020737984886329042,1.1366334801356581
46,1.225100723579316,0.039648329583695414,0.8391573046566769
47,0.9157439013647527,0.0534493420271392,1.1039562134607284
48,0.7862682818916122,0.02095719545055857,1.3106020106066074
49,0.992707992809243,0.022266656614377957,1.0528949141598531
